benefit_name,topic_ids,tree_paths
Home Hemophilia Program,60457,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/HOME HEMOPHILIA PROGRAM
HOME INFUSION PROCEDURES,60048,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/HOME INFUSION PROCEDURES
Home infusion procedures professional charges,60048,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/HOME INFUSION PROCEDURES PROFESSIONAL CHARGES
Home infusion therapy,23902,"/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/HOME, HOSPICE AND RESPITE CARE/HOME INFUSION THERAPY"
Home IV therapy services,60554,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/HOME IV THERAPY SERVICES
Home services,12736,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/OFFICE, OUTPATIENT AND HOME MEDICAL CARE VISITS/HOME SERVICES"
Home Sleep Study,2011302,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIAGNOSTIC SERVICES/NEUROLOGY AND NEUROMUSCULAR PROCEDURES/HOME SLEEP STUDY
"Home, hospice and respite care",12929,"/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/HOME, HOSPICE AND RESPITE CARE"
Homemaker services,59788,"/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/HOME, HOSPICE AND RESPITE CARE/HOSPICE/HOMEMAKER SERVICES"
Hormone procedures,2332972,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INFERTILITY SERVICES/HORMONE PROCEDURES
Hosp Bed Accessories,2327472,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/HOSPITAL BEDS AND ACCESSORIES/ACCESSORIES
Hospice,68209,"/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/HOME, HOSPICE AND RESPITE CARE/HOSPICE"
Hospice professional charges,68210,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/HOSPICE PROFESSIONAL CHARGES
Hospice services,12931,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/HOSPICE SERVICES
Hospital beds,2327426,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/HOSPITAL BEDS AND ACCESSORIES
Hospital Beds and Accessories,21403,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/HOSPITAL BEDS AND ACCESSORIES
Hospital Clinic,60458,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/OUTPATIENT HOSPITAL/OUTPATIENT CLINIC/HOSPITAL CLINIC
Hospital Discharge Services,20790,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INPATIENT MEDICAL CARE/EVALUATION AND MANAGEMENT FOR HOSPITAL INPATIENT SERVICES/SUBSEQUENT HOSPITAL CARE/HOSPITAL DISCHARGE SERVICES
HPV,2330322,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PREVENTIVE SERVICES/LABORATORY/HPV
HSV Screening,2320979,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/PATHOLOGY & LABORATORY/HSV SCREENING
Humerus (Upper Arm) and Elbow,13673,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/HUMERUS (UPPER ARM) AND ELBOW
Humidifiers/Compressors/ Nebulizers,21405,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/OXYGEN AND BREATHING EQUIPMENT/HUMIDIFIERS/COMPRESSORS/ NEBULIZERS
Humidifiers/compressors/nebulizers,2327429,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/HUMIDIFIER/COMPRESSOR/NEBULIZER
Hyperthermia,18723,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/RADIOLOGY/THERAPEUTIC RADIOLOGY/HYPERTHERMIA
Immune globulins,12745,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICATION/IMMUNE GLOBULINS
Immunology laboratory tests,12896,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/IMMUNOLOGY LABORATORY TESTS
Implant - Unspecified,2383652,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/IMPLANT DENTAL SERVICES/IMPLANT - UNSPECIFIED
Implant dental services,60484,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/IMPLANT DENTAL SERVICES
Implant Maintenance,2383651,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/IMPLANT DENTAL SERVICES/IMPLANT MAINTENANCE
Implant Supported,2383650,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/DENTAL PROSTHODONTICS/FIXED/FIXED PARTIAL DENTURE RETAINERS - CROWN/IMPLANT SUPPORTED
Implant/Abutment supported denture,2385798,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/DENTAL PROSTHODONTICS/FIXED PROSTHODONTICS/IMPLANT/ABUTMENT SUPPORTED DENTURE
Impotence drugs,59727,/PRODUCTION/SERVICES AND PROCEDURES/PRESCRIPTION DRUG PROGRAM/ELECTIVE DRUGS/IMPOTENCE DRUGS
In Utero,2021990,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/IN UTERO
Incision,"18175,18180,16071,16051,16043,16061,16010,16023,16035,16057,60295,16067,16019,16046,16015,16030,16006,16003,60270,17202,17198,17184,17180,15928,13325,60309,17045,17062,17056,17060,60310,60313,15968,13738,13751,13719,13725,13712,13744,13693,13731,13705,17461,15126,15137,15119,15133,16749,16736,16743,16759",/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/AUDITORY SYSTEM/EXTERNAL EAR/INCISION | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/AUDITORY SYSTEM/MIDDLE EAR/INCISION
Incision and Drainage,"17923,13287","/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/EYE AND OCULAR ADNEXA/CONJUNCTIVA/INCISION AND DRAINAGE | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/INTEGUMENTARY SYSTEM/SKIN, SUBCUTANEOUS AND ACCESSORY STRUCTURES/INCISION AND DRAINAGE"
Incision and/or Destruction,18184,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/AUDITORY SYSTEM/INNER EAR/INCISION AND/OR DESTRUCTION
Incision of the musculoskeletal system,13682,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/GENERAL/INCISION
Incontinence Appliances and Care Supplies,20962,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/INCONTINENCE SUPPLIES/INCONTINENCE APPLIANCES AND CARE SUPPLIES
"Incontinence Diaper, Brief, Liners",61284,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/ADDITIONAL MISCELLANEOUS SUPPLIES/INCONTINENCE DIAPER, BRIEF, LINERS"
Incontinence Supplies,52526,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/INCONTINENCE SUPPLIES
Incremental nursing charges,12923,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/INCREMENTAL NURSING CHARGES"
Individual psychotherapy,52457,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PSYCHIATRIC SERVICES/INDIVIDUAL PSYCHOTHERAPY
Infertility drugs,61405,/PRODUCTION/SERVICES AND PROCEDURES/PRESCRIPTION DRUG PROGRAM/ELECTIVE DRUGS/INFERTILITY DRUGS
Infertility services,60393,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INFERTILITY SERVICES
Infertility testing or medical services,89473,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INFERTILITY SERVICES/INFERTILITY TESTING AND MEDICAL SERVICES
Infertility testing or sterilization,2320621,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INFERTILITY SERVICES/INFERTILITY TREATMENT OR STERILIZATION
Infertility Treatment and Invitro Fertilization (Blue Exchange),2382848,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INVITRO FERTILIZATION (BLUE EXCHANGE)
Infusion administration (excludes chemotherapy),12748,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INJECTIONS AND INFUSIONS/ADMINISTRATION/INFUSION (EXCLUDES CHEMOTHERAPY)
Infusion of colony stimulating growth fators for bone marrow transplant,60052,/PRODUCTION/SERVICES AND PROCEDURES/SURGERY AND ANESTHESIA/SURGICAL PROCEDURES/TRANSPLANTATION/BASIC ORGAN/BONE MARROW/BONE MARROW TRANSPLANT DONOR/INFUSION OF COLONY STIMULATING GROWTH FATORS FOR BONE MARROW TRANSPLANT
Infusion Supplies,21412,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/INFUSION SUPPLIES
Inhalation services,2327445,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/INHALATION
Inhalation solutions,22117,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/INHALATION SOLUTIONS
Initial evaluation,"89492,89494,90094","/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PHYSICAL THERAPY, OCCUPATIONAL THERAPY AND SPEECH THERAPY/PHYSICAL THERAPY AND OCCUPATIONAL THERAPY/OCCUPATIONAL THERAPY EVALUATION/OCCUPATIONAL THERAPY EVALUATION/INITIAL EVALUATION | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PHYSICAL THERAPY, OCCUPATIONAL THERAPY AND SPEECH THERAPY/PHYSICAL THERAPY AND OCCUPATIONAL THERAPY/PHYSICAL THERAPY EVALUATION/INITIAL EVALUATION"
Initial Exam,89454,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NEWBORN CARE/INITIAL EXAM
Initial Hospital Care,20785,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INPATIENT MEDICAL CARE/EVALUATION AND MANAGEMENT FOR HOSPITAL INPATIENT SERVICES/ INITIAL HOSPITAL CARE
Initial Inpatient Consultations,20795,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/CONSULTATIONS/INITIAL INPATIENT CONSULTATIONS
Initial Nursing Facility Care,84106,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INPATIENT MEDICAL CARE/NURSING FACILITY SERVICES/INITIAL NURSING FACILITY CARE
Initial Observation Care,20779,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/EMERGENCY TREATMENT/FIRST AID/HOSPITAL OBSERVATION SERVICES/INITIAL OBSERVATION CARE
"Inj(s)/Transfunction, dx or tx",2395848,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/EXTRACRANIAL NERVES, PERIPHERAL NERVES AND AUTONO/INTRODUCTION/INJECTION OF ANESTHETIC AGENT (NERVE/INJ(S)/TRANSFUNCTION, DX OR TX"
Injectable drugs,52382,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INJECTIONS AND INFUSIONS/INJECTABLE DRUGS
Injection,60279,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/EYE AND OCULAR ADNEXA/CONJUNCTIVA/INJECTION
Injection administration,52379,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INJECTIONS AND INFUSIONS/ADMINISTRATION/INJECTION
Injection and infusion administration,12749,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INJECTIONS AND INFUSIONS/ADMINISTRATION
"Injection, Drainage or Aspiration","17443,17455","/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/SKULL, MENINGES AND BRAIN/INJECTION, DRAINAGE OR ASPIRATION | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/SPINE AND SPINAL CORD/INJECTION, DRAINAGE OR ASPIRATION"
"Injection, ocrelizumab, 1 mg",22014,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INJECTIONS AND INFUSIONS/INJECTABLE DRUGS/J2330 - THIOTHIXENE INJECTION
Injections and infusions,52378,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INJECTIONS AND INFUSIONS
Inner Ear,18173,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/AUDITORY SYSTEM/INNER EAR
Inoperative Neurophysiology,81321,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIAGNOSTIC SERVICES/NEUROLOGY AND NEUROMUSCULAR PROCEDURES/INOPERATIVE NEUROPHYSIOLOGY
Inpatient all inclusive ancillary services,12926,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/INPATIENT ALL INCLUSIVE ANCILLARY SERVICES
"Inpatient Hospital, Partial Hospital or Residential",52078,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PSYCHIATRIC SERVICES/PSYCHIATRIC THERAPEUTIC PROCEDURES/INPATIENT HOSPITAL, PARTIAL HOSPITAL OR RESIDENTIAL"
Inpatient medical care,89412,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INPATIENT MEDICAL CARE
Inpatient renal dialysis,12756,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/INPATIENT RENAL DIALYSIS
Insertion of central venous access device,65922,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/CENTRAL VENOUS ACCESS DEVICE PROCEDURE/INSERTION OF DEVICE
Installation of dialysis machine features that are non-essential to operation,59993,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/DIALYSIS/INSTALLATION OF DIALYSIS MACHINE FEATURES THAT ARE NON-ESSENTIAL TO OPERATION
Insulin injection,63165,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIABETES MANAGEMENT PROGRAM/INSULIN INJECTION
Integrated Case and Disease Management,12657,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/BLUE HEALTH CONNECT/INTEGRATED CASE AND DISEASE MANAGEMENT
Integumentary system surgery and anesthesia,12851,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/INTEGUMENTARY SYSTEM
Intensive care room and board,12913,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/ACUTE CARE /INTENSIVE CARE"
Interactive Psychotherapy Inpatient,60532,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PSYCHIATRIC SERVICES/PSYCHIATRIC THERAPEUTIC PROCEDURES/INPATIENT HOSPITAL, PARTIAL HOSPITAL OR RESIDENTIAL/INTERACTIVE PSYCHOTHERAPY INPATIENT"
Interactive Psychotherapy Outpatient,52199,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PSYCHIATRIC SERVICES/PSYCHIATRIC THERAPEUTIC PROCEDURES/OFFICE OR OTHER OUTPATIENT FACILITY/INTERACTIVE PSYCHOTHERAPY OUTPATIENT
Interceptive orthodontic treatment,66688,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/GINGIVECTOMY/INTERCEPTIVE ORTHODONTIC TREATMENT
Interim prosthesis,66575,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/DENTAL PROSTHODONTICS/REMOVABLE/INTERIM PROSTHESIS
Intersex surgery,12860,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/INTERSEX SURGERY
Intestines (Except Rectum),15992,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/INTESTINES (EXCEPT RECTUM)
Intracardiac electrophysiologic procedures,12783,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIAGNOSTIC SERVICES/INTRACARDIAC ELECTROPHYSIOLOGIC PROCEDURES
Intraocular Lenses,60253,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PROSTHETICS AND ORTHOTICS/PROSTHETIC DEVICE/INTRAOCULAR LENSES
Intraosseous,60323,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ADJUVANT TECHNIQUES/INTRAOSSEOUS
Intrathoracic,13029,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ANESTHESIA/INTRATHORACIC
Intravascular Ultrasound Services,15432,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ADJUVANT TECHNIQUES/INTRAVASCULAR ULTRASOUND SERVICES
Intravenous,15425,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ADJUVANT TECHNIQUES/INTRAVENOUS
Introduction,"60238,60292,18179,60302,16062,60296,60305,17195,17187,15933,60286,13327,13310,17048,60315,15130,15121,15135,16751,16739,16745",/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MATERNITY CARE/CARE AND DELIVERY/INTRODUCTION | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/AUDITORY SYSTEM/INNER EAR/INTRODUCTION
Introduction or Removal,"13740,13753,13721,13685,59928,13690,13714,59962,13733,13707",/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/FEMUR (THIGH REGION) AND KNEE JOINT/INTRODUCTION OR REMOVAL | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/FOOT AND TOES/INTRODUCTION OR REMOVAL
"Introduction, Revision and/or Removal",16074,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/ABDOMEN, PERITONEUM, AND OMENTUM/INTRODUCTION, REVISION AND/OR REMOVAL"
Introduction/Injection of Anesthetic Agent (Nerve,17468,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/EXTRACRANIAL NERVES, PERIPHERAL NERVES AND AUTONO/INTRODUCTION/INJECTION OF ANESTHETIC AGENT (NERVE"
IPPB Machines,60163,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/OXYGEN AND BREATHING EQUIPMENT/IPPB MACHINES
"Iris, Ciliary Body",17915,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/EYE AND OCULAR ADNEXA/ANTERIOR SEGMENT/IRIS, CILIARY BODY"
IV therapy,12930,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/IV THERAPY
Jaw joint disorder treatment,60514,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/DENTAL MEDICAL AND SURGERY TREATMENT/JAW JOINT DISORDER TREATMENT
Jaw Motion Rehabilitation System and Accessories,21431,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/JAW MOTION REHABILITATION SYSTEM AND ACCESSORIES
Kidney,16732,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/URINARY SYSTEM/KIDNEY
Knee and Popliteal Area,13036,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ANESTHESIA/KNEE AND POPLITEAL AREA
Labor and delivery room charges,12821,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/MATERNITY CARE/LABOR AND DELIVERY ROOM CHARGES
Laboratory procedures for reproductive medicine,65932,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/LABORATORY PROCEDURES FOR REPRODUCTIVE MEDICINE
Laboratory services for artificial insemination,63950,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/LABORATORY SERVICES FOR ARTIFICIAL INSEMINATION
Lacrimal System,17927,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/EYE AND OCULAR ADNEXA/CONJUNCTIVA/LACRIMAL SYSTEM
"Laparascopy for vulva, perineum and introitus",61275,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/FEMALE GENITAL SYSTEM/VULVA, PERINEUM AND INTROITUS/LAPARASCOPY"
Laparoscopy,"16073,16045,16064,16026,16037,60303,83981,16033,16032,17438,17199,15931,15924,17059,17052,16754,16741,16747","/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/ABDOMEN, PERITONEUM, AND OMENTUM/LAPAROSCOPY | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/APPENDIX/LAPAROSCOPY"
Laparoscopy / Hysteroscopy,17197,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/FEMALE GENITAL SYSTEM/CORPUS UTERI/LAPAROSCOPY / HYSTEROSCOPY
Laparoscopy for Prostate,61274,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MALE GENITAL SYSTEM/PROSTATE/LAPAROSCOPY
Larynx,15116,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/RESPIRATORY SYSTEM/LARYNX
LASIK,2011891,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/COSMETIC AND RECONSTRUCTIVE SURGERY PROCEDURES/COSMETIC PROCEDURES/LASIK
Lateral Extracavitary Approach,65827,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/SPINE (VERTEBRAL COLUMN)/ARTHRODESIS/LATERAL EXTRACAVITARY APPROACH
Lateral extracavitary approach for extradural exploration-decompression spinal cord surgery,65931,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/SPINE AND SPINAL CORD/LAT EXTRACAVITARY APPROACH; EXTRADURAL
Leave of absense from acute care room,12915,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/LEAVE OF ABSENSE FROM ACUTE CARE ROOM
Leg (Tibia and Fibula) and Ankle Joint,13678,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/LEG (TIBIA AND FIBULA) AND ANKLE JOINT
Lens insertion fee,61297,/PRODUCTION/SERVICES AND PROCEDURES/VISION/LENSES OTHER THAN CONTACTS/LENS INSERTION FEE
Lenses other than contacts,12944,/PRODUCTION/SERVICES AND PROCEDURES/VISION/LENSES OTHER THAN CONTACTS
Lenticular aphakic lense,60415,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/LENTICULAR APHAKIC LENSE
Lenticular myodisc lense,60412,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/LENTICULAR MYODISC LENSE
Leukemia and Lymphoma,2323649,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/CYTOGENIC/LEUKEMIA AND LYMPHOMA
Levels of hospice care,59780,"/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/HOME, HOSPICE AND RESPITE CARE/HOSPICE/LEVELS OF HOSPICE CARE"
Ligation and Other Procedures,15433,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ADJUVANT TECHNIQUES/LIGATION AND OTHER PROCEDURES
Light weight,2327442,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/WHEELCHAIRS/LIGHT WEIGHT
Limited Lymphadenectomy for Staging,15930,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/HEMIC AND LYMPHATIC SYSTEM/LYMPH NODES AND LYMPHATIC CHANNELS/LIMITED LYMPHADENECTOMY FOR STAGING
Limited orthodontic treatment,66687,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/GINGIVECTOMY/LIMITED ORTHODONTIC TREATMENT
Lipid,2321076,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/PATHOLOGY & LABORATORY/LIPID
Lips,15983,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/LIPS
Lithotripsy,"60325,23864",/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/LITHOTRIPSY | /PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/LITHOTRIPSY
Liver,15997,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/LIVER
Liver transplantation,12839,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/TRANSPLANTATION/SPECIFIED ORGAN/LIVER
Living donor transplants,60049,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/TRANSPLANTATION/LIVING DONOR TRANSPLANTS
Lobar lung transplantation,12837,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/TRANSPLANTATION/SPECIFIED ORGAN TRANSPLANTATION/LUNG TRANSPLANTATION/LOBAR
Local anesthesia,60059,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/LOCAL ANESTHESIA
Long-term acute care hospital,2009264,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/LONG-TERM ACUTE CARE HOSPITAL
Lower Abdomen,13032,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ANESTHESIA/LOWER ABDOMEN
